Name,Boroughs,Cuisine,Address,Phone Number,Website,Rating,Reviews,Price,Category,Features,Lat,Lng,Link,Neighborhood
Nurlan Uyghur Restaurant,Queens,Uyghur ,"43-39 Main St, Flushing, NY 11355",347-542-3324,,4.4,561,1.0,Uyghur ,"Dine-in, Curbside pickup, No-contact delivery",40.7515867,-73.8259037,https://maps.google.com/?cid=11333372719745208307,Flushing
Tengri Tagh Uyghur Cuisine,Manhattan ,Uyghur ,"144 W 37Th St, New York, NY 10018", 646-964-5418,,4.6,546,2.0,Uyghur ,"Dine-in, Takeout",40.7524546,-73.988719,https://maps.google.com/?cid=5115656769801490503,New York
Caravan Uyghur Cuisine,Manhattan ,Uyghur ,"60 Beaver St, New York, NY 10004",929-318-8615,www.caravanuyghur.com,4.4,138,1.0,Uyghur ,"Dine-in, Curbside pickup, Delivery",40.7051128,-74.0096076,https://maps.google.com/?cid=6959205845869974510,New York
Dunya Kabab House,Brooklyn , Afghan,"696 Coney Island Ave, Brooklyn, NY 11218",718-483-8451,www.clover.com,4.8,404,2.0,Afghan,"Dine-in, Curbside pickup, No-contact delivery",40.6405532,-73.9693662,https://maps.google.com/?cid=14083324886048167154,Brooklyn
Grizzly Coffee,Brooklyn ,Cafe,"2111 W 6Th St, Brooklyn, NY 11223",718-332-9305,,4.5,179,1.0,Cafe,"Dine-in, Takeout, Delivery ",40.5962139,-73.9772498,https://maps.google.com/?cid=232479587951926829,Brooklyn
Affy's Grill,Queens,Steak House,"6967 Grand Ave, Maspeth, NY 11378",718-685-2900,www.affyspremiumgrill.com,4.3,518,3.0,Steak House,"Dine-in, Takeout, No-contact delivery",40.7272902,-73.8935099,https://maps.google.com/?cid=18340173954310777735,Maspeth
Halal Bakers Cafe,Queens,Cafe,"3406 9Th St, Astoria, NY 11106",718-489-9077,,4.9,104,1.0,Cafe,"Dine-in, Takeout, No-contact delivery",40.7651487,-73.9395931,https://maps.google.com/?cid=7041282159568585774,Astoria
Fevy's,Queens,Korean,"74-02 Grand Ave Unit D, Elmhurst, NY 11373",347-242-3555,www.fevyschicken.com,4.6,278,1.0,Korean,"Dine-in, Curbside pickup, Delivery",40.7299667,-73.8878457,https://maps.google.com/?cid=18346255310638859394,Elmhurst
Blue Hour,Brooklyn ,,"
1525 Myrtle Ave, Brooklyn, NY 11237", 718-744-0089,https://bluehour.nyc/,4.9,111,1.0,,"Dine-in, Curbside pickup, No-contact delivery",40.6993718,-73.9143735,https://maps.google.com/?cid=7479044129825371297,Brooklyn
Kolachi,Manhattan ,Pakistani,"130 1St Ave., New York, NY 10009", 917-262-0633,www.kolachirolls.com,4.6,196,1.0,Pakistani,"Dine-in, Curbside pickup, No-contact delivery",40.7273481,-73.9851925,https://maps.google.com/?cid=16001930639882080555,New York
Al Basha Restaurant,Bronx ,Middle Eastern ,"2368 Hoffman St, Bronx, NY 10458",347-696-2377,albashausa.com,4.2,68,2.0,Middle Eastern ,"Dine-in, Takeout, Delivery ",40.8552302,-73.8890146,https://maps.google.com/?cid=11033250914061135688,Bronx
Fauzia's Heavenly Delights,Bronx ,Food Truck,"E 161St St &, Concourse Village W, Bronx, NY 10451",,www.fauziasheavenlydelights.com,4.5,33,1.0,Food Truck,"Dine-in, Takeout",40.8261481,-73.9211804,https://maps.google.com/?cid=731811645668788890,Bronx
Sami's Kabab House LIC,Queens,Afghan,"
47-38 Vernon Blvd, Long Island City, NY 11101", 718-841-9290,https://samis.nyc/,4.6,262,1.0,Afghan,"Dine-in, Curbside pickup, No-contact delivery",40.7444508,-73.9537187,https://maps.google.com/?cid=10436757914931787534,Long Island City
Sami's Kabab House,Queens,Afghan,"35-57 Crescent St, Astoria, NY 11106", 917-832-7165,https://samis.nyc/,4.4,1674,2.0,Afghan,"Dine-in, Takeout, No-contact delivery",40.758408,-73.932968,https://maps.google.com/?cid=5502859836174318141,Astoria
Yemen Cafe & Restaurant,Staten Island,Yemeni,"1816 Hylan Blvd, Staten Island, NY 10305",718-504-4441,yemencafe.com,4.6,199,2.0,Yemeni,"Dine-in, Curbside pickup, No-contact delivery",40.5846618,-74.0936385,https://maps.google.com/?cid=14595409428834247248,Staten Island
Herbal Dispense,Staten Island,Cafe,"1759 Victory Blvd, Staten Island, NY 10314", 718-682-1255,herbaldispenseny.com,4.9,195,1.0,Cafe,"Dine-in, Curbside pickup, No-contact delivery",40.6132032,-74.1221819,https://maps.google.com/?cid=7890789132688730381,Staten Island
Pizza Loves Sauce,Manhattan ,Pizza,"147 E Houston St, New York, NY 10002",917-765-8029,pizzalovessauce.com,4.8,658,1.0,Pizza,"Dine-in, Curbside pickup, No-contact delivery",40.723033,-73.98969,https://maps.google.com/?cid=13060140320477355066,New York
109 Pizzeria,Manhattan ,Pizza,"1976 3Rd Ave, New York, NY 10029",631-284-8568,,5.0,12,1.0,Pizza,"Dine-in, Takeout, Delivery ",40.7933139,-73.9436351,https://maps.google.com/?cid=12490353526539901467,New York
Holy Cow,Queens,Chicken,"Jfk Travel Plaza Jfk International Airport Building #125 150Th Ave &, 148Th St, Jamaica, NY 11430",718-603-3327,http://holycow.nyc/,4.2,574,1.0,Chicken,"Dine-in, Takeout, Delivery ",40.6630036,-73.7929777,https://maps.google.com/?cid=13760635572687987922,Jamaica
Holy Cow,Queens,Chicken,"240-09 Linden Blvd, Elmont, NY 11003",516-200-6339,http://holycow.nyc/,4.3,773,1.0,Chicken,"Dine-in, Takeout, Delivery ",40.6897458,-73.7221108,https://maps.google.com/?cid=3044755599933010871,Elmont
Holy Cow,Brooklyn ,Chicken,"4113 Avenue U, Brooklyn, NY 11234",718-734-2540,http://holycow.nyc/,4.8,534,1.0,Chicken,"Dine-in, Takeout, Delivery ",40.6090364,-73.9240817,https://maps.google.com/?cid=3151056077561710541,Brooklyn
HYDERABADI ZAIQA,Manhattan ,Indian,"366 W 52Nd St, New York, NY 10019",646-952-0066,http://hyderabadizaiqa.com/,4.5,436,2.0,Indian,"Dine-in, Takeout, Delivery ",40.7643836,-73.9876243,https://maps.google.com/?cid=8912636277894665125,New York
Jakarta Munch,Manhattan ,Indonesian,"135 W 50Th St, New York, NY 10020",973-489-9409,www.jakartamunchnewyork.com,4.4,137,1.0,Indonesian,"Dine-in, Curbside pickup, Delivery",40.7608781,-73.982472,https://maps.google.com/?cid=2956475340658411726,New York
Crepe Mania New York,Queens,Dessert,"98-02 101St Ave, Ozone Park, NY 11416", 718-880-1865,https://crepemaniany.square.site/,4.3,41,1.0,Dessert,"Dine-in, Delivery ",40.684904,-73.8431239,https://maps.google.com/?cid=17813508846292619710,Ozone Park
